Region Name,Quarter,Year,Fixed State F&O,Reports per 100K-F&O together,State Pop,State Total Reports Quarter
Bangka Belitung,1,2019,11833,195.7265353,6045680,11833
North Kalimantan,3,2018,9666,140.2393296,6892503,9666
Java,2,2020,953,164.6626662,578759,953
West Papua,2,2020,1074,121.40271,884659,1074
Yogyakarta,2,2018,2036,209.085569,973764,2036
Riau Islands,2,2019,17336,173.5881469,9986857,17336
West Nusa Tenggara,2,2020,2742,201.6604999,1359711,2742
South Sumatra,2,2020,26793,211.4376458,12671821,26793
West Java,3,2019,6249,175.2734072,3565287,6249
Gorontalo,1,2020,8431,149.4955699,5639632,8431
Java,2,2020,6377,198.9109028,3205958,6377
Puerto Rico,3,2018,811,25.39379164,3193694,811
South Sulawesi,1,2018,6466,209.9244324,3080156,6466
Gorontalo,1,2020,8431,149.4955699,5639632,8431
Puerto Rico,1,2022,1741,54.51367601,3193694,1741
East Java,1,2018,10464,181.7065412,5758736,10464
South Sulawesi,3,2021,11835,384.2337856,3080156,11835
Riau,4,2019,31706,162.9830138,19453561,31706
Aceh,1,2021,16281,332.049474,4903185,16281
Riau,2,2020,44350,227.9788261,19453561,44350
Bangka Belitung,2,2021,22454,371.405698,6045680,22454
Central Papua,3,2018,3934,187.6166345,2096829,3934
West Kalimantan,3,2018,3076,171.6377061,1792147,3076
Aceh,1,2021,16281,332.049474,4903185,16281
East Papua,4,2019,9198,178.6465514,5148714,9198
South Sumatra,4,2018,18460,145.6775628,12671821,0
West Sumatra,1,2018,9199,136.6414254,6732219,9199
Riau,1,2019,34171,175.6542157,19453561,34171
Java,2,2018,695,120.0845257,578759,695
West Sulawesi,4,2019,17465,166.5223124,10488084,17465
West Sumatra,2,2018,9613,142.7909579,6732219,9613
South Sumatra,3,2018,19519,154.0346885,12671821,19519
Aceh,4,2020,12498,254.8955424,4903185,12498
East Papua,2,2018,9660,187.6196658,5148714,9660
Java,1,2019,4149,129.4152949,3205958,0
South Sumatra,1,2022,25515,201.352276,12671821,25515
North Maluku,3,2021,7614,255.8339653,2976149,7614
Sulawesi,3,2020,23890,279.8892487,8535519,23890
Central Sulawesi,3,2020,5352,183.7083129,2913314,5352
East Java,1,2019,10205,177.2090264,5758736,10205
East Papua,4,2018,9814,190.610704,5148714,9814
Central Sumatra,2,2019,9025,213.9773058,4217737,9025
Riau,4,2019,31706,162.9830138,19453561,31706
Papua,4,2021,11671,190.1610903,6137428,11671
Borneo,3,2020,1249,200.1637849,623989,1249
Lampung,1,2022,2247,167.1611323,1344212,2247
Central Papua,2,2021,4998,238.3599235,2096829,4998
Southeast Sulawesi,4,2021,882,115.7386144,762062,882
North Sumatra,4,2020,3271,183.0375504,1787065,3271
Maluku,4,2019,11629,152.7138989,7614893,11629
Java,4,2019,730,126.1319478,578759,730
Sumatra,2,2020,63827,220.1243687,28995881,63827
Java,4,2021,5546,172.9904135,3205958,5546
South West Java,3,2021,7923,200.2289125,3956971,7923
Central Papua,3,2020,4611,219.9034828,2096829,4611
Bali,1,2019,11301,165.4812134,6829174,11301
Central Sulawesi,2,2019,4682,160.7104487,2913314,4682
Central Papua,4,2021,3735,178.1261133,2096829,3735
North Sulawesi,2,2020,4259,134.9890811,3155070,4259
Central Java,3,2021,103498,261.9391979,39512223,103498
Maluku,3,2021,3296,232.7894047,1415872,3296
Puerto Rico,4,2020,2035,63.71931688,3193694,2035
South Sulawesi,4,2021,8893,288.7191428,3080156,8893
Central Sulawesi,4,2021,4444,152.5410581,2913314,4444
West Nusa Tenggara,3,2019,2363,173.7869297,1359711,2363
Yogyakarta,3,2019,2525,259.3030755,973764,2525
East Java,1,2021,19795,343.738626,5758736,19795
Maluku,3,2019,16154,212.1369269,7614893,16154
Bangka Belitung,4,2019,11778,194.8167948,6045680,11778
Southeast Sulawesi,2,2021,1283,168.3590049,762062,1283
Jakarta,2,2018,59081,275.0801912,21477737,59081
Central Kalimantan,4,2021,2958,152.9150004,1934408,2958
Riau,2,2019,39284,201.9373214,19453561,39284
Bangka Belitung,4,2020,17938,296.7077318,6045680,17938
East Papua,1,2019,8407,163.2834918,5148714,8407
Bali,3,2020,1511,206.5491528,731545,1511
Java,3,2020,1045,180.5587473,578759,1045
Bengkulu,1,2021,6993,231.7247906,3017804,6993
Central Papua,1,2021,3933,371.2615435,1059361,3933
West Kalimantan,4,2019,2526,140.9482593,1792147,2526
Java,2,2021,1185,204.7484359,578759,1185
Central Papua,2,2020,4366,208.2191729,2096829,4366
Papua,2,2020,12842,209.2407438,6137428,12842
East Papua,3,2020,13139,255.1899367,5148714,13139
Central Java,4,2018,19324,150.9452945,12801989,19324
East Papua,2,2021,15849,307.8244393,5148714,15849
Central Java,4,2021,33282,259.9752273,12801989,33282
Java,4,2019,730,126.1319478,578759,730
North Kalimantan,4,2020,16679,241.9875624,6892503,16679
Puerto Rico,4,2021,1483,46.43525648,3193694,1483
North Sulawesi,3,2020,4774,151.3120153,3155070,4774
Puerto Rico,3,2020,1702,53.29251957,3193694,1702
South Sulawesi,1,2019,6301,204.5675609,3080156,6301
South Kalimantan,1,2022,9836,211.5817565,4648794,9836
Maluku,4,2020,18564,243.7854347,7614893,18564
Yogyakarta,3,2020,3183,326.8759165,973764,3183
West Java,1,2018,5337,149.6934188,3565287,5337
Central Sulawesi,1,2018,4099,140.6988742,2913314,4099
Lampung,3,2019,2000,148.7860546,1344212,2000
East Nusa Tenggara,1,2019,14368,161.7619078,8882190,14368
Bali,1,2019,882,120.5667457,731545,882
North Sumatra,1,2019,2435,136.2569353,1787065,2435
West Sumatra,4,2019,8762,130.1502521,6732219,8762
West Nusa Tenggara,2,2021,3288,241.8160918,1359711,3288
West Papua,1,2018,772,87.26526266,884659,772
Puerto Rico,3,2020,1702,53.29251957,3193694,1702
District of Columbia,1,2022,2537,359.4762444,705749,2537
West Papua,1,2020,914,103.3166452,884659,914
Sumatra,1,2019,42797,147.5968259,28995881,42797
Sulawesi,1,2021,28022,328.2987244,8535519,28022
North Maluku,2,2020,5091,171.0599839,2976149,5091
South Sulawesi,3,2020,10410,337.969895,3080156,10410
Jakarta,2,2021,80027,372.6044322,21477737,0
Yogyakarta,3,2021,3594,369.0832686,973764,3594
Central Java,4,2019,57555,145.6637861,39512223,57555
Riau,1,2020,33837,173.9373064,19453561,33837
East Java,3,2021,16392,284.6457973,5758736,0
South Sulawesi,1,2020,7713,250.4093948,3080156,7713
East Java,1,2021,19795,343.738626,5758736,19795
North Maluku,4,2021,5522,185.5417857,2976149,5522
South West Java,2,2020,6401,161.7651481,3956971,6401
West Kalimantan,4,2020,1981,185.3518691,1068778,1981
West Kalimantan,4,2019,2526,140.9482593,1792147,0
Maluku,2,2021,3140,221.7714596,1415872,3140
South East Java,1,2022,21749,186.0622289,11689100,21749
West Sulawesi,4,2020,25869,246.6513426,10488084,25869
South West Java,1,2020,5010,126.6119969,3956971,5010
Java,2,2018,695,120.0845257,578759,695
Java,3,2019,5418,168.9978471,3205958,5418
Central Papua,1,2020,3290,156.9035911,2096829,3290
North Sumatra,4,2019,2255,126.184554,1787065,2255
North Kalimantan,4,2018,8914,129.3289245,6892503,8914
Bangka Belitung,1,2022,17907,296.194969,6045680,17907
East Papua,2,2020,11468,222.7352306,5148714,11468
West Kalimantan,2,2021,2351,219.9708452,1068778,2351
Sulawesi,2,2020,21525,252.1815018,8535519,21525
Java,3,2018,4298,134.0628917,3205958,4298
Bengkulu,2,2019,4560,151.1032526,3017804,4560
South Sumatra,4,2018,18460,145.6775628,12671821,18460
West Sulawesi,4,2020,25869,246.6513426,10488084,25869
West Java,3,2021,8611,241.5233332,3565287,8611
West Nusa Tenggara,1,2019,2161,158.9308316,1359711,2161
Central Papua,2,2021,3090,291.6852706,1059361,3090
West Kalimantan,1,2019,2677,149.3739074,1792147,2677
South West Java,4,2018,4681,118.2975564,3956971,4681
West Java,1,2019,5560,155.9481747,3565287,5560
North Maluku,1,2022,4998,167.9351403,2976149,4998
Java,1,2021,7807,243.5153548,3205958,7807
South Kalimantan,3,2019,7500,161.3321649,4648794,7500
Java,3,2020,6471,201.8429437,3205958,6471
South Sumatra,3,2019,22699,179.1297399,12671821,22699
Central Kalimantan,1,2022,2709,140.0428452,1934408,2709
South Sulawesi,1,2022,8568,278.1677292,3080156,8568
West Sulawesi,1,2020,18909,180.290318,10488084,18909
Gorontalo,4,2020,10951,194.1793365,5639632,10951
West Sulawesi,3,2020,25738,245.4023061,10488084,25738
Papua,1,2019,10330,168.3115468,6137428,10330
South Sulawesi,4,2019,6848,222.3264017,3080156,6848
Papua,1,2019,10330,168.3115468,6137428,10330
Southeast Sulawesi,1,2019,790,103.6661059,762062,790
South West Java,1,2022,5864,148.1941616,3956971,5864
Jakarta,1,2019,44731,208.2668207,21477737,44731
District of Columbia,2,2019,2281,323.202725,705749,2281
West Kalimantan,4,2020,1981,185.3518691,1068778,1981
Riau Islands,1,2022,19270,192.9535989,9986857,19270
South West Java,1,2020,5010,126.6119969,3956971,5010
Bangka Belitung,3,2019,13890,229.7508303,6045680,13890
Central Papua,1,2019,2860,136.3964348,2096829,2860
South Sulawesi,4,2020,9672,314.0100696,3080156,9672
Sulawesi,4,2018,13729,160.8455209,8535519,13729
West Java,3,2019,6249,175.2734072,3565287,6249
District of Columbia,2,2018,2210,313.1424912,705749,2210
Bali,2,2020,15891,232.6928557,6829174,15891
District of Columbia,1,2019,1883,266.808738,705749,1883
East Papua,1,2022,11103,215.6460817,5148714,11103
Bengkulu,4,2021,5124,169.7923391,3017804,5124
West Sumatra,2,2019,9564,164.2612007,5822434,9564
Central Kalimantan,3,2021,3243,167.64819,1934408,3243
South West Java,1,2020,5010,126.6119969,3956971,5010
North Sulawesi,4,2018,3429,108.6822162,3155070,3429
Central Sumatra,1,2021,12146,287.9743332,4217737,12146
Bali,3,2018,19639,287.575042,6829174,19639
Sumatra,4,2019,44301,152.7837695,28995881,44301
Bengkulu,3,2019,4564,151.2357993,3017804,4564
North Sulawesi,1,2022,3919,124.212775,3155070,3919
District of Columbia,2,2018,2210,313.1424912,705749,2210
East Nusa Tenggara,4,2020,24228,272.7705667,8882190,24228
East Java,1,2022,13566,235.5725284,5758736,13566
West Nusa Tenggara,4,2018,2052,150.9144223,1359711,2052
Central Java,2,2020,90270,228.4609499,39512223,90270
South Sumatra,1,2019,19138,151.0280172,12671821,19138
Bali,1,2020,1167,159.525388,731545,1167
Central Java,3,2018,21004,164.0682553,12801989,21004
Maluku,3,2021,19394,254.6851282,7614893,19394
Maluku,2,2021,20561,270.01036,7614893,20561
Bangka Belitung,1,2021,25158,416.1318495,6045680,25158
Riau,1,2018,29975,154.0848999,19453561,0
North Kalimantan,1,2022,13697,198.7231634,6892503,13697
Riau,1,2020,33837,173.9373064,19453561,33837
East Papua,4,2018,9814,190.610704,5148714,9814
West Java,2,2019,6274,175.974613,3565287,6274
East Nusa Tenggara,2,2021,24926,280.628989,8882190,24926
South West Java,2,2018,5242,132.4750674,3956971,5242
Central Java,2,2020,90270,228.4609499,39512223,90270
Central Papua,1,2020,3290,156.9035911,2096829,3290
South East Java,3,2019,22016,188.3464082,11689100,22016
West Nusa Tenggara,2,2019,2450,180.1853482,1359711,2450
North Sulawesi,4,2019,3662,116.0671554,3155070,3662
Aceh,1,2018,8888,181.2699296,4903185,8888
West Sumatra,1,2021,14036,241.0675673,5822434,14036
Papua,1,2018,10664,173.7535658,6137428,10664
South West Java,1,2019,4869,123.0486653,3956971,4869
West Nusa Tenggara,3,2019,2363,173.7869297,1359711,2363
West Sumatra,2,2020,10398,178.5851072,5822434,10398
West Java,4,2019,5721,160.4639402,3565287,5721
Aceh,1,2019,7506,153.0841688,4903185,7506
Lampung,2,2018,1559,115.9787295,1344212,1559
Central Papua,1,2021,3933,371.2615435,1059361,3933
South West Java,2,2021,8264,208.8466153,3956971,8264
West Sumatra,4,2020,11480,197.1684007,5822434,11480
Yogyakarta,1,2022,3010,309.1098048,973764,3010
Central Papua,1,2022,3617,172.4985681,2096829,3617
District of Columbia,4,2020,2740,388.2400117,705749,2740
Yogyakarta,1,2022,3010,309.1098048,973764,3010
Java,4,2021,5546,172.9904135,3205958,5546
Banten,1,2020,12745,175.0995402,7278717,12745
Jakarta,3,2020,72298,336.6183318,21477737,72298
East Papua,1,2018,9183,178.3552165,5148714,9183
Central Papua,4,2019,2985,142.3578174,2096829,2985
East Kalimantan,3,2020,8415,188.3530867,4467673,8415
South Sumatra,4,2020,34155,269.5350574,12671821,34155
North Kalimantan,2,2020,13532,196.329258,6892503,13532
Southeast Sulawesi,3,2020,997,130.8292501,762062,997
West Sulawesi,4,2021,22533,214.843817,10488084,22533
Yogyakarta,2,2020,3122,320.611565,973764,3122
Central Java,1,2020,64095,162.2156263,39512223,64095
Central Sumatra,4,2019,6566,155.6758992,4217737,6566
Sumatra,1,2021,86722,299.0838595,28995881,86722
Sulawesi,1,2018,14760,172.9244584,8535519,14760
South Sulawesi,2,2019,8452,274.4016861,3080156,8452
Riau Islands,3,2021,22572,226.0170542,9986857,22572
Sulawesi,4,2019,14408,168.8005146,8535519,14408
North Kalimantan,4,2020,16679,241.9875624,6892503,16679
Gorontalo,2,2019,9078,160.9679497,5639632,9078
Maluku,1,2018,1648,116.3947023,1415872,1648
West Papua,1,2021,39969,376.4472792,10617423,39969
South Sulawesi,3,2019,8965,291.0566867,3080156,8965
Maluku,4,2020,2792,197.1929666,1415872,2792
Central Papua,4,2021,1933,182.4684881,1059361,1933
West Kalimantan,1,2021,4228,235.9181473,1792147,4228
Bengkulu,4,2018,4284,141.9575294,3017804,4284
West Papua,4,2020,1256,141.9756087,884659,1256
South East Java,3,2021,29717,254.2282982,11689100,29717
East Kalimantan,3,2020,8415,188.3530867,4467673,8415
West Papua,1,2020,23369,220.1004895,10617423,23369
East Papua,3,2021,16415,318.8174756,5148714,16415
Riau Islands,2,2020,19785,198.1103765,9986857,19785
Papua,1,2020,10751,175.1710977,6137428,10751
Central Java,1,2022,33937,265.0916197,12801989,33937
East Kalimantan,3,2018,6489,145.2433963,4467673,6489
West Java,2,2021,8741,245.1696035,3565287,8741
Southeast Sulawesi,4,2021,882,115.7386144,762062,882
North Sulawesi,1,2018,3443,109.1259465,3155070,3443
Papua,2,2019,12087,196.9391739,6137428,12087
South West Java,4,2018,4681,118.2975564,3956971,4681
Papua,2,2020,12842,209.2407438,6137428,12842
West Sulawesi,1,2019,18425,175.6755571,10488084,18425
Central Kalimantan,4,2021,2958,152.9150004,1934408,2958
South East Java,1,2020,19696,168.4988579,11689100,19696
South Sumatra,4,2018,18460,145.6775628,12671821,18460
Jakarta,4,2018,46559,216.7779594,21477737,46559
Java,3,2018,4298,134.0628917,3205958,4298
Central Papua,2,2021,3090,291.6852706,1059361,3090
South East Java,4,2020,25732,220.1367086,11689100,25732
Sumatra,1,2019,42797,147.5968259,28995881,42797
South Sulawesi,4,2019,6848,222.3264017,3080156,0
Lampung,1,2018,1604,119.3264158,1344212,1604
Central Java,2,2018,68491,173.3412975,39512223,68491
Borneo,4,2019,800,128.2073883,623989,800
Papua,1,2020,10751,175.1710977,6137428,10751
East Kalimantan,3,2019,7447,166.6863264,4467673,7447
District of Columbia,3,2020,2804,397.3083915,705749,2804
South East Java,3,2019,22016,188.3464082,11689100,22016
Maluku,2,2018,1771,125.0819283,1415872,1771
Riau Islands,4,2018,15163,151.8295496,9986857,15163
Southeast Sulawesi,2,2020,859,112.7204873,762062,859
Central Papua,3,2020,4611,219.9034828,2096829,4611
Bali,4,2018,12259,179.5092642,6829174,12259
Gorontalo,3,2019,8899,157.7939837,5639632,8899
Papua,2,2018,11076,180.4664755,6137428,11076
Maluku,1,2022,15095,198.2299686,7614893,15095
Central Papua,4,2019,1326,125.1697958,1059361,1326
Central Java,1,2021,45333,354.1090373,12801989,45333
South Sumatra,1,2019,19138,151.0280172,12671821,19138
South Sumatra,3,2020,28068,221.4993409,12671821,28068
North Sulawesi,2,2021,5185,164.3386676,3155070,5185
Bali,1,2019,882,120.5667457,731545,882
South Sumatra,2,2019,22080,174.2448856,12671821,22080
Banten,2,2021,20956,287.9078827,7278717,20956
East Papua,3,2019,10348,200.9822259,5148714,10348
Central Papua,4,2019,1326,125.1697958,1059361,1326
Gorontalo,1,2021,14000,248.2431478,5639632,14000
Maluku,2,2018,1771,125.0819283,1415872,1771
Central Sulawesi,2,2018,4481,153.8110894,2913314,4481
South Sumatra,4,2020,34155,269.5350574,12671821,34155
South Sumatra,4,2021,25971,204.9508117,12671821,25971
Papua,4,2018,10056,163.847136,6137428,10056
Papua,2,2020,12842,209.2407438,6137428,12842
East Java,2,2018,10673,185.3358098,5758736,10673
Lampung,1,2018,1604,119.3264158,1344212,1604
East Papua,3,2018,9601,186.4737486,5148714,9601
West Java,4,2020,8054,225.9004675,3565287,8054
West Papua,3,2019,25035,235.7916794,10617423,25035
Riau Islands,3,2019,15907,159.2793408,9986857,15907
Maluku,3,2019,2217,156.5819509,1415872,2217
South Sulawesi,3,2020,10410,337.969895,3080156,0
Puerto Rico,3,2021,1925,60.27502948,3193694,1925
East Java,3,2019,12836,222.8961355,5758736,12836
West Sulawesi,4,2019,17465,166.5223124,10488084,17465
West Papua,2,2018,26339,248.073379,10617423,26339
East Java,2,2021,16056,278.8111836,5758736,16056
West Papua,2,2018,26339,248.073379,10617423,26339
Central Papua,2,2019,3698,176.361544,2096829,3698
West Papua,1,2021,39969,376.4472792,10617423,39969
Maluku,1,2020,2009,141.8913574,1415872,2009
West Papua,3,2020,33623,316.6775968,10617423,33623
Banten,3,2020,19028,261.419698,7278717,19028
West Nusa Tenggara,3,2019,2363,173.7869297,1359711,2363
North Sulawesi,3,2019,4560,144.5292814,3155070,4560
South Kalimantan,2,2021,16297,350.5640388,4648794,16297
Bangka Belitung,3,2021,22374,370.082439,6045680,22374
South Sumatra,2,2020,26793,211.4376458,12671821,26793
Central Papua,4,2019,1326,125.1697958,1059361,1326
West Papua,4,2021,32438,305.5166965,10617423,32438
North Maluku,4,2021,5522,185.5417857,2976149,5522
District of Columbia,3,2021,3294,466.7381746,705749,3294
Gorontalo,4,2020,10951,194.1793365,5639632,10951
Borneo,4,2021,1081,173.2402334,623989,1081
Papua,3,2019,12453,202.9025839,6137428,12453
East Java,4,2020,14701,255.2817146,5758736,14701
Java,1,2021,7807,243.5153548,3205958,7807
Riau Islands,1,2022,19270,192.9535989,9986857,19270
Puerto Rico,1,2019,786,24.61099905,3193694,786
North Sulawesi,3,2020,4774,151.3120153,3155070,4774
West Java,2,2019,6274,175.974613,3565287,6274
Bali,3,2020,18443,270.0619431,6829174,18443
District of Columbia,4,2021,2618,370.9534126,705749,2618
North Sulawesi,4,2020,4748,150.4879448,3155070,4748
West Papua,3,2021,1121,126.7154915,884659,1121
North Sumatra,1,2021,4438,248.3401555,1787065,4438
West Sumatra,1,2020,9582,142.3304857,6732219,9582
West Kalimantan,4,2019,2526,140.9482593,1792147,2526
West Papua,4,2018,838,94.72576439,884659,838
Java,2,2021,1185,204.7484359,578759,1185
Borneo,2,2020,1189,190.5482308,623989,1189
Gorontalo,1,2021,14000,248.2431478,5639632,14000
Riau Islands,4,2018,15163,151.8295496,9986857,15163
Java,1,2019,4149,129.4152949,3205958,4149
Bali,2,2020,1247,170.4611473,731545,1247
South Kalimantan,1,2019,6248,134.4004488,4648794,6248
West Sulawesi,2,2021,29180,278.2205024,10488084,29180
Central Papua,2,2018,3650,174.0723731,2096829,3650
South East Java,3,2021,29717,254.2282982,11689100,29717
South West Java,3,2019,5844,147.6887245,3956971,5844
Central Papua,3,2020,2284,215.6016693,1059361,2284
Bali,4,2021,1378,188.3684531,731545,1378
North Maluku,4,2018,4028,135.3426861,2976149,4028
Sumatra,1,2021,86722,299.0838595,28995881,86722
West Sumatra,1,2020,8552,146.8801536,5822434,8552
Maluku,2,2019,15513,203.7192118,7614893,15513
West Papua,4,2018,838,94.72576439,884659,838
North Maluku,4,2019,3841,129.0593986,2976149,3841
Sulawesi,1,2021,28022,328.2987244,8535519,28022
South Sumatra,1,2020,20328,160.4189327,12671821,20328
Bangka Belitung,3,2019,13890,229.7508303,6045680,13890
